dataset,backbone,metric,method,mean,sd_seed,mean_s42,se_boot,ci_lo,ci_hi,box,delta_l1,ci_l1_lo,ci_l1_hi,p_l1,p_l1_seed,seeds_l1,holm_l1,sig_l1,delta_l2,ci_l2_lo,ci_l2_hi,p_l2,p_l2_seed,seeds_l2,holm_l2,sig_l2,tost_equiv
ml1m,EASE,NDCG5_u,SIT,0.02184,1.79e-05,0.02186,0.00084,0.02022,0.02347,,-5e-05,-0.00128,0.00112,0.928,0.003367,0,,,0.00014,-0.00118,0.00146,0.770667,5.9e-05,5,,,
ml1m,EASE,NDCG5_u,Steck-b,0.0217,0.0,0.0217,0.00088,0.02009,0.02355,,,,,,,,,,,,,,,,,,
ml1m,EASE,NDCG10_u,BASE,0.03088,0.0,0.03088,0.00095,0.02902,0.03271,,,,,,,,,,,,,,,,,,
ml1m,EASE,NDCG10_u,SIT,0.03147,3.4e-06,0.03148,0.0009,0.02981,0.03325,,0.00059,-0.00074,0.00195,0.370667,0.0,5,,,0.00085,-0.00047,0.00232,0.212,0.0,5,,,
ml1m,EASE,NDCG10_u,Steck-b,0.03063,0.0,0.03063,0.00095,0.02875,0.03248,,,,,,,,,,,,,,,,,,
ml1m,EASE,NDCG20_u,BASE,0.04352,0.0,0.04352,0.00107,0.04143,0.04559,,,,,,,,,,,,,,,,,,
ml1m,EASE,NDCG20_u,SIT,0.04368,1.6e-06,0.04368,0.00105,0.04162,0.04571,,0.00015,-0.00128,0.00147,0.825333,0.0,5,,,0.00156,9e-05,0.003,0.037333,0.0,5,,,
ml1m,EASE,NDCG20_u,Steck-b,0.04212,4.2e-06,0.04212,0.00102,0.04013,0.04403,,,,,,,,,,,,,,,,,,
ml1m,EASE,Coverage,BASE,0.36319,0.0,0.36319,0.0011,0.35859,0.36288,,,,,,,,,,,,,,,,,,
ml1m,EASE,Coverage,SIT,0.42491,0.0001372,0.42485,0.00147,0.41564,0.42147,,0.06172,0.05491,0.06074,0.0,0.0,5,,,-0.00454,-0.00951,-0.00276,0.0,0.0,0,,,
ml1m,EASE,Coverage,Steck-b,0.42945,0.0,0.42945,0.0015,0.42178,0.42761,,,,,,,,,,,,,,,,,,
ml1m,EASE,Gini,BASE,0.93232,0.0,0.93232,0.00012,0.9321,0.93257,,,,,,,,,,,,,,,,,,
ml1m,EASE,Gini,SIT,0.92228,6.2e-06,0.92228,0.00014,0.92203,0.92256,,-0.01004,-0.01018,-0.00989,0.0,0.0,0,,,-0.00151,-0.00167,-0.00135,0.0,0.0,0,,,
ml1m,EASE,Gini,Steck-b,0.92379,3e-07,0.92379,0.00015,0.92353,0.92411,,,,,,,,,,,,,,,,,,
ml1m,EASE,LT20,BASE,0.0107,0.0,0.010700000450015068,0.00016,0.01038,0.01102,,,,,,,,,,,,,,,,,,
ml1m,EASE,LT20,SIT,0.01731,6e-06,0.017309999093413353,0.00021,0.01691,0.01775,,0.00661,0.00638,0.00685,0.0,0.0,5,,,-0.00238,-0.00267,-0.0021,0.0,0.0,0,,,
ml1m,EASE,LT20,Steck-b,0.01969,5e-07,0.019689999520778656,0.00024,0.01922,0.02016,,,,,,,,,,,,,,,,,,
ml1m,EASE,JS,BASE,0.13139,0.0,0.13139,0.00018,0.13103,0.13176,,,,,,,,,,,,,,,,,,
ml1m,EASE,JS,SIT,0.20342,8.3e-06,0.20343,0.00035,0.20275,0.20413,,0.07204,0.07136,0.0727,0.0,0.0,5,,,0.08332,0.08267,0.08399,0.0,0.0,5,,,
ml1m,EASE,JS,Steck-b,0.1201,6e-07,0.1201,0.00018,0.11975,0.12044,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,CatMRR,BASE,0.43078,0.0,0.43078,0.00131,0.42829,0.43344,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,CatMRR,SIT,0.43994,4e-06,0.43994,0.00133,0.43744,0.44271,,0.00916,0.00835,0.01003,0.0,0.0,5,,,0.00841,0.00754,0.00924,0.0,0.0,5,,,
ml1m,DeepFM,CatMRR,Steck-b,0.43154,1e-07,0.43154,0.00139,0.42875,0.43416,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,CatNDCG,BASE,0.50685,0.0,0.50685,0.00123,0.50442,0.50924,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,CatNDCG,SIT,0.51248,4.8e-06,0.51249,0.00124,0.51,0.51493,,0.00564,0.00498,0.0063,0.0,0.0,5,,,0.00554,0.00481,0.00624,0.0,0.0,5,,,
ml1m,DeepFM,CatNDCG,Steck-b,0.50695,1e-07,0.50695,0.00126,0.50456,0.50945,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,macroCatMRR,BASE,0.22754,0.0,0.22754,0.00203,0.22351,0.23144,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,macroCatMRR,SIT,0.23233,9e-07,0.23233,0.00203,0.2283,0.2362,winner,0.0048,0.00427,0.00528,0.0,0.0,5,0.0,***,0.0064,0.00544,0.00753,0.0,0.0,5,0.0,***,
ml1m,DeepFM,macroCatMRR,Steck-b,0.22594,0.0,0.22594,0.00186,0.22249,0.22963,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,MRR,BASE,0.02713,0.0,0.02713,0.00033,0.0265,0.0278,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,MRR,SIT,0.02752,1e-06,0.02753,0.00033,0.02689,0.02817,,0.0004,0.00027,0.00053,0.0,0.0,5,,,0.00044,0.0003,0.00059,0.0,0.0,5,,,
ml1m,DeepFM,MRR,Steck-b,0.02708,0.0,0.02708,0.00032,0.02647,0.0277,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,HR5,BASE,0.03136,0.0,0.03136,0.00056,0.03028,0.03248,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,HR5,SIT,0.0319,0.0,0.0319,0.00056,0.03079,0.03302,,0.00054,0.00017,0.00095,0.004,,5,,,0.00046,2e-05,0.00089,0.042667,,5,,,
ml1m,DeepFM,HR5,Steck-b,0.03144,0.0,0.03144,0.00058,0.0303,0.0325,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,HR10,BASE,0.05558,0.0,0.05558,0.00073,0.05405,0.05699,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,HR10,SIT,0.05687,0.0,0.05687,0.00075,0.05536,0.05829,,0.00129,0.00079,0.00179,0.0,,5,,,0.00129,0.00076,0.00183,0.0,,5,,,
ml1m,DeepFM,HR10,Steck-b,0.05558,0.0,0.05558,0.00076,0.05411,0.05705,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,HR20,BASE,0.09459,0.0,0.09459,0.00095,0.09276,0.09649,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,HR20,SIT,0.09706,0.0,0.09706,0.00096,0.09516,0.09894,,0.00247,0.00177,0.00313,0.0,,5,,,0.00232,0.00161,0.003,0.0,,5,,,1
ml1m,DeepFM,HR20,Steck-b,0.09474,0.0,0.09474,0.00092,0.09293,0.09657,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,NDCG5,BASE,0.01922,0.0,0.01922,0.00036,0.0185,0.01989,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,NDCG5,SIT,0.01945,7e-07,0.01945,0.00036,0.01875,0.02011,,0.00023,6e-05,0.00041,0.012,0.0,5,,,0.00025,6e-05,0.00046,0.009333,0.0,5,,,
ml1m,DeepFM,NDCG5,Steck-b,0.0192,0.0,0.0192,0.00037,0.01852,0.01992,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,NDCG10,BASE,0.02698,0.0,0.02698,0.00039,0.02622,0.02773,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,NDCG10,SIT,0.02746,8e-07,0.02746,0.0004,0.0267,0.02824,,0.00048,0.0003,0.00067,0.0,0.0,5,,,0.00053,0.00032,0.00073,0.0,0.0,5,,,
ml1m,DeepFM,NDCG10,Steck-b,0.02693,0.0,0.02693,0.00038,0.02621,0.02771,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,NDCG20,BASE,0.03675,0.0,0.03675,0.00042,0.03593,0.03761,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,NDCG20,SIT,0.03751,8e-07,0.03751,0.00043,0.03669,0.03837,,0.00076,0.00058,0.00094,0.0,0.0,5,,,0.00078,0.00058,0.00099,0.0,0.0,5,,,1
ml1m,DeepFM,NDCG20,Steck-b,0.03673,0.0,0.03673,0.00043,0.03587,0.03752,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,MRR_u,BASE,0.03152,0.0,0.03152,0.00066,0.03021,0.0328,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,MRR_u,SIT,0.03214,1e-06,0.03214,0.00067,0.03078,0.03344,,0.00062,0.00034,0.00089,0.0,0.0,5,,,0.00037,2e-05,0.00071,0.033333,0.0,5,,,
ml1m,DeepFM,MRR_u,Steck-b,0.03177,0.0,0.03177,0.0007,0.03044,0.03317,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,HR5_u,BASE,0.0378,0.0,0.0378,0.00119,0.03548,0.04011,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,HR5_u,SIT,0.0387,0.0,0.0387,0.0012,0.03638,0.04104,,0.0009,0.0002,0.00162,0.013333,,5,,,0.00099,0.0002,0.00186,0.014667,,5,,,
ml1m,DeepFM,HR5_u,Steck-b,0.03771,0.0,0.03771,0.00116,0.03547,0.04012,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,HR10_u,BASE,0.06525,0.0,0.06525,0.00153,0.06217,0.06818,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,HR10_u,SIT,0.06692,0.0,0.06692,0.00156,0.06377,0.07002,,0.00168,0.00082,0.00259,0.001333,,5,,,0.00082,-0.00017,0.0018,0.106667,,5,,,
ml1m,DeepFM,HR10_u,Steck-b,0.0661,0.0,0.0661,0.00155,0.06312,0.06911,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,HR20_u,BASE,0.1087,0.0,0.1087,0.00205,0.10477,0.11273,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,HR20_u,SIT,0.11221,0.0,0.11221,0.00209,0.10822,0.11631,,0.00351,0.00233,0.00481,0.0,,5,,,0.0016,0.00023,0.00295,0.029333,,5,,,
ml1m,DeepFM,HR20_u,Steck-b,0.11061,0.0,0.11061,0.00207,0.10648,0.11463,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,NDCG5_u,BASE,0.02324,0.0,0.02324,0.00081,0.02166,0.02495,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,NDCG5_u,SIT,0.02371,8e-07,0.02371,0.00082,0.02213,0.02532,,0.00048,0.00011,0.00084,0.013333,0.0,5,,,0.00046,1e-05,0.00091,0.049333,0.0,5,,,
ml1m,DeepFM,NDCG5_u,Steck-b,0.02325,0.0,0.02325,0.00077,0.02176,0.02472,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,NDCG10_u,BASE,0.03202,0.0,0.03202,0.00087,0.03032,0.03377,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,NDCG10_u,SIT,0.03275,8e-07,0.03275,0.00089,0.03106,0.03459,,0.00073,0.00038,0.0011,0.0,0.0,5,,,0.00042,2e-05,0.00083,0.04,0.0,5,,,
ml1m,DeepFM,NDCG10_u,Steck-b,0.03233,0.0,0.03233,0.00084,0.03074,0.03401,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,NDCG20_u,BASE,0.0429,0.0,0.0429,0.0009,0.04113,0.04468,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,NDCG20_u,SIT,0.04407,8e-07,0.04407,0.00091,0.0423,0.04586,,0.00117,0.0008,0.00155,0.0,0.0,5,,,0.00059,0.00018,0.00101,0.009333,0.0,5,,,
ml1m,DeepFM,NDCG20_u,Steck-b,0.04349,1e-07,0.04349,0.00094,0.04164,0.04523,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,Coverage,BASE,0.4638,0.0,0.4638,0.0026,0.44325,0.45337,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,Coverage,SIT,0.4681,0.0,0.4681,0.00247,0.44816,0.45798,,0.00429,0.00215,0.00736,0.0,,5,,,0.00092,-0.00245,0.00276,1.0,,5,,,
ml1m,DeepFM,Coverage,Steck-b,0.46718,0.0,0.46718,0.00257,0.44785,0.45767,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,Gini,BASE,0.92858,0.0,0.92858,0.00019,0.92822,0.92898,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,Gini,SIT,0.92495,1.4e-06,0.92495,0.0002,0.92458,0.92537,,-0.00364,-0.00371,-0.00357,0.0,0.0,0,,,-0.00151,-0.00159,-0.00144,0.0,0.0,0,,,
ml1m,DeepFM,Gini,Steck-b,0.92646,0.0,0.92646,0.0002,0.92609,0.92688,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,LT20,BASE,0.05073,0.0,0.05073000118136406,0.00041,0.04995,0.05158,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,LT20,SIT,0.05456,6e-07,0.05455999821424484,0.00043,0.05373,0.05544,,0.00383,0.00367,0.00398,0.0,0.0,5,,,0.00208,0.00191,0.00226,0.0,0.0,5,,,
ml1m,DeepFM,LT20,Steck-b,0.05248,0.0,0.052480001002550125,0.00043,0.05157,0.05332,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,JS,BASE,0.31087,0.0,0.31087,0.00053,0.3098,0.31187,,,,,,,,,,,,,,,,,,
ml1m,DeepFM,JS,SIT,0.32895,3.1e-06,0.32895,0.00054,0.32785,0.32999,,0.01808,0.01769,0.01845,0.0,0.0,5,,,0.0328,0.03236,0.03325,0.0,0.0,5,,,
ml1m,DeepFM,JS,Steck-b,0.29615,2e-07,0.29615,0.00052,0.29515,0.29719,,,,,,,,,,,,,,,,,,
ml1m,AFM,CatMRR,BASE,0.43066,0.0,0.43066,0.00132,0.42797,0.43329,,,,,,,,,,,,,,,,,,
ml1m,AFM,CatMRR,SIT,0.4402,7.3e-06,0.4402,0.00138,0.43731,0.44262,,0.00955,0.00821,0.01083,0.0,0.0,5,,,0.00446,0.00309,0.00581,0.0,0.0,5,,,
ml1m,AFM,CatMRR,Steck-b,0.43574,7e-07,0.43574,0.00133,0.43318,0.4384,,,,,,,,,,,,,,,,,,
ml1m,AFM,CatNDCG,BASE,0.50905,0.0,0.50905,0.00124,0.50649,0.51143,,,,,,,,,,,,,,,,,,
ml1m,AFM,CatNDCG,SIT,0.51121,7.7e-06,0.51121,0.0013,0.50847,0.51375,,0.00216,0.00106,0.00322,0.0,0.0,5,,,-0.00056,-0.00176,0.00053,0.313333,0.0,0,,,
ml1m,AFM,CatNDCG,Steck-b,0.51177,6e-07,0.51177,0.00124,0.50925,0.51424,,,,,,,,,,,,,,,,,,
ml1m,AFM,macroCatMRR,BASE,0.21025,0.0,0.21025,0.00169,0.20697,0.21351,,,,,,,,,,,,,,,,,,
ml1m,AFM,macroCatMRR,SIT,0.21998,4.2e-06,0.21998,0.00172,0.21664,0.22333,winner,0.00974,0.00864,0.01077,0.0,0.0,5,0.0,***,0.01312,0.01166,0.01458,0.0,0.0,5,0.0,***,
ml1m,AFM,macroCatMRR,Steck-b,0.20686,2e-07,0.20686,0.00163,0.20364,0.2101,,,,,,,,,,,,,,,,,,
ml1m,AFM,MRR,BASE,0.02576,0.0,0.02576,0.00032,0.02515,0.02639,,,,,,,,,,,,,,,,,,
ml1m,AFM,MRR,SIT,0.02612,1e-06,0.02612,0.00032,0.02552,0.02674,,0.00036,0.00015,0.00057,0.002667,0.0,5,,,0.00023,-3e-05,0.00048,0.082667,0.0,5,,,
ml1m,AFM,MRR,Steck-b,0.02589,0.0,0.02589,0.00032,0.02523,0.02648,,,,,,,,,,,,,,,,,,
ml1m,AFM,HR5,BASE,0.0296,0.0,0.0296,0.00052,0.02856,0.03063,,,,,,,,,,,,,,,,,,
ml1m,AFM,HR5,SIT,0.02998,4.6e-06,0.02998,0.00053,0.02891,0.03101,,0.00038,-0.00019,0.00091,0.186667,0.0,5,,,0.00045,-0.00013,0.00104,0.138667,0.0,5,,,
ml1m,AFM,HR5,Steck-b,0.02953,0.0,0.02953,0.00052,0.02854,0.03055,,,,,,,,,,,,,,,,,,
ml1m,AFM,HR10,BASE,0.05146,0.0,0.05146,0.0007,0.05014,0.0528,,,,,,,,,,,,,,,,,,
ml1m,AFM,HR10,SIT,0.05232,5.6e-06,0.05231,0.0007,0.05098,0.05363,,0.00085,0.00019,0.00151,0.006667,0.0,5,,,0.00093,0.00025,0.00163,0.008,0.0,5,,,
ml1m,AFM,HR10,Steck-b,0.05138,0.0,0.05138,0.00071,0.05004,0.05278,,,,,,,,,,,,,,,,,,
ml1m,AFM,HR20,BASE,0.08825,0.0,0.08825,0.0009,0.08648,0.09003,,,,,,,,,,,,,,,,,,
ml1m,AFM,HR20,SIT,0.09047,0.0,0.09047,0.00093,0.08867,0.09234,,0.00222,0.00137,0.00305,0.0,,5,,,0.00244,0.00157,0.00329,0.0,,5,,,1
ml1m,AFM,HR20,Steck-b,0.08804,0.0,0.08804,0.00088,0.08634,0.08971,,,,,,,,,,,,,,,,,,
ml1m,AFM,NDCG5,BASE,0.01824,0.0,0.01824,0.00036,0.01753,0.01895,,,,,,,,,,,,,,,,,,
ml1m,AFM,NDCG5,SIT,0.01838,2e-06,0.01838,0.00036,0.01767,0.01907,,0.00015,-0.00015,0.00045,0.332,0.0,5,,,8e-05,-0.00022,0.00039,0.609333,0.0,5,,,
ml1m,AFM,NDCG5,Steck-b,0.0183,0.0,0.0183,0.00036,0.01761,0.01899,,,,,,,,,,,,,,,,,,
ml1m,AFM,NDCG10,BASE,0.02523,0.0,0.02523,0.00039,0.02446,0.02601,,,,,,,,,,,,,,,,,,
ml1m,AFM,NDCG10,SIT,0.02553,2.1e-06,0.02553,0.00039,0.02479,0.0263,,0.00029,-0.0,0.00058,0.052,0.0,5,,,0.00024,-6e-05,0.00054,0.129333,0.0,5,,,
ml1m,AFM,NDCG10,Steck-b,0.02529,0.0,0.02529,0.0004,0.02449,0.0261,,,,,,,,,,,,,,,,,,
ml1m,AFM,NDCG20,BASE,0.03444,0.0,0.03444,0.0004,0.03362,0.03522,,,,,,,,,,,,,,,,,,
ml1m,AFM,NDCG20,SIT,0.03509,8e-07,0.03509,0.00041,0.03428,0.03588,,0.00065,0.00038,0.00094,0.0,0.0,5,,,0.00063,0.00033,0.00092,0.0,0.0,5,,,1
ml1m,AFM,NDCG20,Steck-b,0.03447,0.0,0.03447,0.00042,0.03368,0.03529,,,,,,,,,,,,,,,,,,
ml1m,AFM,MRR_u,BASE,0.03175,0.0,0.03175,0.00074,0.03034,0.03325,,,,,,,,,,,,,,,,,,
ml1m,AFM,MRR_u,SIT,0.03201,7e-07,0.03201,0.00073,0.03062,0.03348,,0.00026,-0.00018,0.00069,0.244,0.0,5,,,-0.00047,-0.00096,3e-05,0.070667,0.0,0,,,
ml1m,AFM,MRR_u,Steck-b,0.03247,0.0,0.03247,0.00074,0.03099,0.034,,,,,,,,,,,,,,,,,,
ml1m,AFM,HR5_u,BASE,0.03853,0.0,0.03853,0.00123,0.03615,0.04093,,,,,,,,,,,,,,,,,,
ml1m,AFM,HR5_u,SIT,0.03891,2.8e-06,0.03891,0.00124,0.03657,0.04129,,0.00039,-0.00077,0.00152,0.514667,0.0,5,,,-0.00086,-0.00204,0.00027,0.133333,0.0,0,,,
ml1m,AFM,HR5_u,Steck-b,0.03977,0.0,0.03977,0.00125,0.03742,0.04225,,,,,,,,,,,,,,,,,,
ml1m,AFM,HR10_u,BASE,0.06466,0.0,0.06466,0.00155,0.06186,0.06791,,,,,,,,,,,,,,,,,,
ml1m,AFM,HR10_u,SIT,0.06612,7.6e-06,0.06612,0.00161,0.06306,0.06937,,0.00146,1e-05,0.00296,0.049333,0.0,5,,,-3e-05,-0.00154,0.00143,0.926667,0.000671,0,,,
ml1m,AFM,HR10_u,Steck-b,0.06616,0.0,0.06616,0.00159,0.06305,0.06934,,,,,,,,,,,,,,,,,,
ml1m,AFM,HR20_u,BASE,0.10794,0.0,0.10794,0.00212,0.10395,0.11222,,,,,,,,,,,,,,,,,,
ml1m,AFM,HR20_u,SIT,0.11071,0.0,0.11071,0.00215,0.10673,0.11513,,0.00278,0.00111,0.00449,0.001333,,5,,,0.00049,-0.00127,0.00224,0.596,,5,,,
ml1m,AFM,HR20_u,Steck-b,0.11022,0.0,0.11022,0.00211,0.10629,0.11432,,,,,,,,,,,,,,,,,,
ml1m,AFM,NDCG5_u,BASE,0.0239,0.0,0.0239,0.0008,0.02231,0.02549,,,,,,,,,,,,,,,,,,
ml1m,AFM,NDCG5_u,SIT,0.02388,1.3e-06,0.02388,0.0008,0.02231,0.02551,,-2e-05,-0.00063,0.00055,0.894667,3e-06,0,,,-0.00074,-0.00134,-0.00016,0.016,0.0,0,,,
ml1m,AFM,NDCG5_u,Steck-b,0.02462,0.0,0.02462,0.00079,0.02309,0.02617,,,,,,,,,,,,,,,,,,
ml1m,AFM,NDCG10_u,BASE,0.03223,0.0,0.03223,0.00084,0.03058,0.03389,,,,,,,,,,,,,,,,,,
ml1m,AFM,NDCG10_u,SIT,0.03256,2.6e-06,0.03256,0.00085,0.03095,0.03424,,0.00033,-0.00026,0.00091,0.289333,0.0,5,,,-0.00046,-0.00108,0.00019,0.165333,0.0,0,,,
ml1m,AFM,NDCG10_u,Steck-b,0.03302,0.0,0.03302,0.00089,0.03127,0.03476,,,,,,,,,,,,,,,,,,
ml1m,AFM,NDCG20_u,BASE,0.04306,0.0,0.04306,0.00095,0.0412,0.04503,,,,,,,,,,,,,,,,,,
ml1m,AFM,NDCG20_u,SIT,0.04375,5e-07,0.04375,0.00095,0.04187,0.04567,,0.00068,0.00014,0.00123,0.012,0.0,5,,,-0.00031,-0.00093,0.00032,0.308,0.0,0,,,
ml1m,AFM,NDCG20_u,Steck-b,0.04405,0.0,0.04405,0.00097,0.0422,0.04593,,,,,,,,,,,,,,,,,,
ml1m,AFM,Coverage,BASE,0.36074,0.0,0.36074,0.00164,0.35061,0.35675,,,,,,,,,,,,,,,,,,
ml1m,AFM,Coverage,SIT,0.36963,0.0,0.36963,0.00139,0.36043,0.36595,,0.0089,0.00644,0.01227,0.0,,5,,,-0.00706,-0.0092,-0.00245,0.001333,,0,,,
ml1m,AFM,Coverage,Steck-b,0.37669,0.0,0.37669,0.00189,0.36518,0.37255,,,,,,,,,,,,,,,,,,
ml1m,AFM,Gini,BASE,0.93016,0.0,0.93016,0.00018,0.92982,0.93055,,,,,,,,,,,,,,,,,,
ml1m,AFM,Gini,SIT,0.92328,5e-06,0.92328,0.00019,0.92294,0.92368,,-0.00688,-0.00698,-0.00677,0.0,0.0,0,,,-0.00209,-0.0022,-0.00197,0.0,0.0,0,,,
ml1m,AFM,Gini,Steck-b,0.92537,1e-07,0.92537,0.00019,0.925,0.92577,,,,,,,,,,,,,,,,,,
ml1m,AFM,LT20,BASE,0.04816,0.0,0.04816000163555145,0.00046,0.04724,0.04903,,,,,,,,,,,,,,,,,,
ml1m,AFM,LT20,SIT,0.05362,3.1e-06,0.053619999438524246,0.00047,0.05269,0.05454,,0.00547,0.00525,0.00567,0.0,0.0,5,,,0.00113,0.00086,0.00138,0.0,0.0,5,,,
ml1m,AFM,LT20,Steck-b,0.05249,0.0,0.0524899996817112,0.00046,0.05159,0.05337,,,,,,,,,,,,,,,,,,
ml1m,AFM,JS,BASE,0.30948,0.0,0.30948,0.00055,0.30846,0.31055,,,,,,,,,,,,,,,,,,
ml1m,AFM,JS,SIT,0.34459,4.2e-06,0.34459,0.00057,0.34349,0.34576,,0.03511,0.03449,0.03571,0.0,0.0,5,,,0.06511,0.06444,0.0658,0.0,0.0,5,,,
ml1m,AFM,JS,Steck-b,0.27948,3.1e-06,0.27948,0.0005,0.27848,0.28042,,,,,,,,,,,,,,,,,,
ml1m,FPMC,CatMRR,BASE,0.47545,0.0,0.47545,0.00134,0.47283,0.47801,,,,,,,,,,,,,,,,,,
ml1m,FPMC,CatMRR,SIT,0.47918,1.9e-06,0.47918,0.00137,0.4765,0.48177,,0.00372,0.00277,0.0048,0.0,0.0,5,,,0.00427,0.00333,0.00528,0.0,0.0,5,,,
ml1m,FPMC,CatMRR,Steck-b,0.4749,1e-07,0.4749,0.00133,0.47229,0.47737,,,,,,,,,,,,,,,,,,
ml1m,FPMC,CatNDCG,BASE,0.55121,0.0,0.55121,0.00122,0.54883,0.55354,,,,,,,,,,,,,,,,,,
ml1m,FPMC,CatNDCG,SIT,0.54918,3.4e-06,0.54919,0.00128,0.54665,0.55172,,-0.00203,-0.00292,-0.00118,0.0,0.0,0,,,-0.00119,-0.00206,-0.00032,0.009333,0.0,0,,,
ml1m,FPMC,CatNDCG,Steck-b,0.55037,1e-07,0.55037,0.00122,0.54799,0.55271,,,,,,,,,,,,,,,,,,
ml1m,FPMC,macroCatMRR,BASE,0.2902,0.0,0.2902,0.00268,0.2847,0.29564,,,,,,,,,,,,,,,,,,
ml1m,FPMC,macroCatMRR,SIT,0.29649,1.15e-05,0.29649,0.00289,0.29072,0.30219,winner,0.00628,0.00459,0.00813,0.0,0.0,5,0.0,***,0.00815,0.00643,0.01015,0.0,0.0,5,0.0,***,
ml1m,FPMC,macroCatMRR,Steck-b,0.28834,1e-07,0.28834,0.00257,0.28335,0.29359,,,,,,,,,,,,,,,,,,
ml1m,FPMC,MRR,BASE,0.06702,0.0,0.06702,0.00055,0.06595,0.06805,,,,,,,,,,,,,,,,,,
ml1m,FPMC,MRR,SIT,0.06721,2.1e-06,0.06721,0.00055,0.06616,0.06824,,0.00019,-0.00011,0.00045,0.206667,0.0,5,,,0.00039,0.00012,0.00068,0.008,0.0,5,,,
ml1m,FPMC,MRR,Steck-b,0.06682,0.0,0.06682,0.00055,0.06577,0.06793,,,,,,,,,,,,,,,,,,
ml1m,FPMC,HR5,BASE,0.09312,0.0,0.09312,0.00089,0.09143,0.0949,,,,,,,,,,,,,,,,,,
ml1m,FPMC,HR5,SIT,0.09353,8.6e-06,0.09354,0.0009,0.09194,0.09532,,0.00041,-0.00032,0.00113,0.245333,0.0,5,,,0.00078,9e-05,0.00154,0.030667,0.0,5,,,
ml1m,FPMC,HR5,Steck-b,0.09276,0.0,0.09276,0.00097,0.09081,0.09456,,,,,,,,,,,,,,,,,,
ml1m,FPMC,HR10,BASE,0.14845,0.0,0.14845,0.00114,0.14628,0.15065,,,,,,,,,,,,,,,,,,
ml1m,FPMC,HR10,SIT,0.14902,4.6e-06,0.14901,0.00114,0.14677,0.15121,,0.00057,-0.00031,0.00143,0.208,0.0,5,,,0.00079,-1e-05,0.00172,0.06,0.0,5,,,
ml1m,FPMC,HR10,Steck-b,0.14823,0.0,0.14823,0.00116,0.14602,0.15044,,,,,,,,,,,,,,,,,,
ml1m,FPMC,HR20,BASE,0.22324,0.0,0.22324,0.00134,0.2207,0.22599,,,,,,,,,,,,,,,,,,
ml1m,FPMC,HR20,SIT,0.22369,0.0,0.22369,0.00134,0.22106,0.22632,,0.00045,-0.00058,0.00144,0.393333,,5,,,0.00098,-2e-05,0.002,0.056,,5,,,1
ml1m,FPMC,HR20,Steck-b,0.22271,0.0,0.22271,0.00131,0.22008,0.22524,,,,,,,,,,,,,,,,,,
ml1m,FPMC,NDCG5,BASE,0.0584,0.0,0.0584,0.00061,0.05717,0.05964,,,,,,,,,,,,,,,,,,
ml1m,FPMC,NDCG5,SIT,0.05857,4.7e-06,0.05858,0.00062,0.05737,0.05983,,0.00018,-0.0002,0.00056,0.357333,0.0,5,,,0.00041,0.0,0.00081,0.048,0.0,5,,,
ml1m,FPMC,NDCG5,Steck-b,0.05816,0.0,0.05816,0.00065,0.05691,0.05947,,,,,,,,,,,,,,,,,,
